Timestamp,Actigraph Steps,Bangle Steps
8:00:00,0,0
8:01:00,0,0
8:02:00,0,0
8:03:00,0,0
8:04:00,0,0
8:05:00,0,0
8:06:00,0,0
8:07:00,0,0
8:08:00,0,0
8:09:00,0,0
8:10:00,0,0
8:11:00,0,0
8:12:00,0,0
8:13:00,0,0
8:14:00,0,0
8:15:00,0,0
8:16:00,0,0
8:17:00,0,0
8:18:00,0,0
8:19:00,0,0
8:20:00,0,0
8:21:00,0,0
8:22:00,0,0
8:23:00,0,0
8:24:00,0,0
8:25:00,0,0
8:26:00,2,0
8:27:00,6,0
8:28:00,59,10
8:29:00,7,15
8:30:00,4,0
8:31:00,4,0
8:32:00,2,0
8:33:00,3,0
8:34:00,10,0
8:35:00,28,5
8:36:00,11,0
8:37:00,9,0
8:38:00,18,0
8:39:00,17,0
8:40:00,14,0
8:41:00,8,0
8:42:00,22,0
8:43:00,2,0
8:44:00,16,0
8:45:00,18,0
8:46:00,4,0
8:47:00,0,0
8:48:00,0,0
8:49:00,1,0
8:50:00,0,0
8:51:00,0,0
8:52:00,0,0
8:53:00,0,0
8:54:00,0,0
8:55:00,0,0
8:56:00,0,0
8:57:00,0,0
8:58:00,0,0
8:59:00,0,0
9:00:00,6,0
9:01:00,13,0
9:02:00,9,0
9:03:00,1,0
9:04:00,27,0
9:05:00,8,0
9:06:00,2,10
9:07:00,1,9
9:08:00,15,0
9:09:00,12,0
9:10:00,0,19
9:11:00,46,0
9:12:00,8,13
9:13:00,14,0
9:14:00,5,0
9:15:00,4,0
9:16:00,11,15
9:17:00,48,0
9:18:00,27,32
9:19:00,0,7
9:20:00,0,0
9:21:00,1,0
9:22:00,0,0
9:23:00,0,0
9:24:00,1,0
9:25:00,2,0
9:26:00,0,0
9:27:00,0,0
9:28:00,0,0
9:29:00,0,0
9:30:00,0,0
9:31:00,1,0
9:32:00,0,0
9:33:00,0,0
9:34:00,1,0
9:35:00,0,0
9:36:00,0,0
9:37:00,1,0
9:38:00,0,0
9:39:00,0,0
9:40:00,0,0
9:41:00,0,0
9:42:00,0,0
9:43:00,0,0
9:44:00,1,0
9:45:00,0,0
9:46:00,0,0
9:47:00,1,0
9:48:00,0,0
9:49:00,1,0
9:50:00,0,0
9:51:00,0,0
9:52:00,1,0
9:53:00,0,0
9:54:00,0,0
9:55:00,2,0
9:56:00,0,0
9:57:00,0,0
9:58:00,0,0
9:59:00,0,0
10:00:00,0,0
10:01:00,0,0
10:02:00,0,0
10:03:00,1,0
10:04:00,0,0
10:05:00,1,0
10:06:00,0,0
10:07:00,0,0
10:08:00,0,0
10:09:00,0,0
10:10:00,0,0
10:11:00,1,0
10:12:00,0,0
10:13:00,0,0
10:14:00,0,0
10:15:00,0,0
10:16:00,0,0
10:17:00,0,0
10:18:00,0,0
10:19:00,0,0
10:20:00,0,0
10:21:00,1,0
10:22:00,1,0
10:23:00,1,0
10:24:00,0,0
10:25:00,0,0
10:26:00,1,0
10:27:00,1,0
10:28:00,0,0
10:29:00,0,0
10:30:00,0,0
10:31:00,0,0
10:32:00,0,0
10:33:00,8,0
10:34:00,8,0
10:35:00,10,0
10:36:00,11,0
10:37:00,60,0
10:38:00,68,54
10:39:00,17,21
10:40:00,17,0
10:41:00,21,0
10:42:00,32,0
10:43:00,60,0
10:44:00,92,47
10:45:00,73,33
10:46:00,94,48
10:47:00,102,54
10:48:00,63,86
10:49:00,47,46
10:50:00,36,21
10:51:00,25,34
10:52:00,56,0
10:53:00,103,48
10:54:00,104,61
10:55:00,106,24
10:56:00,43,39
10:57:00,98,27
10:58:00,81,60
10:59:00,93,65
11:00:00,103,40
11:01:00,89,49
11:02:00,85,30
11:03:00,42,42
11:04:00,71,46
11:05:00,64,56
11:06:00,100,40
11:07:00,104,58
11:08:00,99,70
11:09:00,76,36
11:10:00,81,40
11:11:00,75,84
11:12:00,5,24
11:13:00,48,0
11:14:00,54,41
11:15:00,60,7
11:16:00,81,68
11:17:00,15,49
11:18:00,91,16
11:19:00,102,72
11:20:00,104,75
11:21:00,106,76
11:22:00,103,59
11:23:00,103,90
