Timestamp,Actigraph Steps,Bangle Steps
6:10:00,0,0
6:11:00,0,0
6:12:00,0,0
6:13:00,0,0
6:14:00,0,0
6:15:00,0,0
6:16:00,0,0
6:17:00,0,0
6:18:00,0,0
6:19:00,0,0
6:20:00,0,0
6:21:00,0,0
6:22:00,0,0
6:23:00,0,0
6:24:00,0,0
6:25:00,0,0
6:26:00,0,0
6:27:00,0,0
6:28:00,0,0
6:29:00,0,0
6:30:00,0,28
6:31:00,0,7
6:32:00,0,114
6:33:00,0,63
6:34:00,0,45
6:35:00,0,0
6:36:00,0,0
6:37:00,0,0
6:38:00,0,86
6:39:00,0,75
6:40:00,0,108
6:41:00,0,117
6:42:00,0,8
6:43:00,0,0
6:44:00,0,84
6:45:00,0,113
6:46:00,0,116
6:47:00,0,116
6:48:00,0,116
6:49:00,0,115
6:50:00,0,99
6:51:00,0,69
6:52:00,0,0
6:53:00,0,0
6:54:00,0,17
6:55:00,0,0
6:56:00,0,0
6:57:00,0,7
6:58:00,0,0
6:59:00,0,0
7:00:00,0,0
7:01:00,0,0
7:02:00,0,0
7:03:00,0,0
7:04:00,0,0
7:05:00,0,0
7:06:00,0,0
7:07:00,0,0
7:08:00,0,0
7:09:00,0,0
7:10:00,0,0
7:11:00,0,0
7:12:00,0,6
7:13:00,0,104
7:14:00,0,105
7:15:00,0,26
7:16:00,0,0
7:17:00,0,0
7:18:00,0,0
7:19:00,0,0
7:20:00,0,0
7:21:00,0,0
7:22:00,0,0
7:23:00,0,0
7:24:00,0,0
7:25:00,0,0
7:26:00,0,0
7:27:00,0,0
7:28:00,0,0
7:29:00,0,0
7:30:00,0,0
7:31:00,0,0
7:32:00,0,0
7:33:00,0,0
7:34:00,0,0
7:35:00,0,0
7:36:00,0,0
7:37:00,0,0
7:38:00,0,0
7:39:00,0,0
7:40:00,0,0
7:41:00,0,0
7:42:00,0,0
7:43:00,0,0
7:44:00,0,0
7:45:00,0,0
7:46:00,0,85
7:47:00,0,72
7:48:00,0,0
7:49:00,0,0
7:50:00,0,0
7:51:00,0,0
7:52:00,0,0
7:53:00,0,0
7:54:00,0,0
7:55:00,0,0
7:56:00,0,0
7:57:00,0,0
7:58:00,0,0
7:59:00,0,0
8:00:00,0,0
8:01:00,0,0
8:02:00,0,0
8:03:00,0,0
8:04:00,0,12
8:05:00,0,102
8:06:00,0,120
8:07:00,0,58
8:08:00,0,41
8:09:00,0,107
8:10:00,0,113
8:11:00,0,107
8:12:00,0,71
8:13:00,0,68
8:14:00,0,80
8:15:00,0,98
8:16:00,0,45
8:17:00,0,104
8:18:00,0,57
8:19:00,0,0
8:20:00,0,0
8:21:00,0,0
8:22:00,0,0
8:23:00,0,0
8:24:00,0,0
8:25:00,0,0
8:26:00,0,0
8:27:00,0,0
8:28:00,0,0
8:29:00,0,0
8:30:00,0,0
8:31:00,0,0
8:32:00,0,0
8:33:00,0,0
8:34:00,0,0
8:35:00,0,0
8:36:00,0,0
8:37:00,0,0
8:38:00,0,0
8:39:00,0,0
8:40:00,0,0
8:41:00,0,0
8:42:00,0,0
8:43:00,0,0
8:44:00,0,0
8:45:00,0,0
8:46:00,0,0
8:47:00,0,0
8:48:00,0,0
8:49:00,0,0
8:50:00,0,0
8:51:00,0,0
8:52:00,0,0
8:53:00,0,0
8:54:00,0,0
8:55:00,0,0
8:56:00,0,0
8:57:00,0,0
8:58:00,0,0
8:59:00,0,0
9:00:00,0,0
9:01:00,0,0
9:02:00,0,0
9:03:00,0,0
9:04:00,0,0
9:05:00,0,0
9:06:00,0,0
9:07:00,0,0
9:08:00,0,0
9:09:00,0,0
9:10:00,0,0
9:11:00,0,0
9:12:00,0,0
9:13:00,0,0
9:14:00,0,0
9:15:00,0,0
9:16:00,0,68
9:17:00,0,58
9:18:00,0,0
9:19:00,0,0
9:20:00,0,0
9:21:00,0,0
9:22:00,0,0
9:23:00,0,0
9:24:00,0,0
9:25:00,0,0
9:26:00,0,0
9:27:00,0,0
9:28:00,0,0
9:29:00,0,0
9:30:00,0,0
9:31:00,0,0
9:32:00,0,0
9:33:00,0,0
9:34:00,0,0
9:35:00,0,0
9:36:00,0,0
9:37:00,0,0
9:38:00,0,0
9:39:00,0,0
9:40:00,0,0
9:41:00,0,0
9:42:00,0,0
9:43:00,0,0
9:44:00,0,0
9:45:00,0,0
9:46:00,0,0
9:47:00,0,0
9:48:00,0,0
9:49:00,0,0
9:50:00,0,0
9:51:00,0,0
9:52:00,0,0
9:53:00,0,0
9:54:00,0,0
9:55:00,0,0
9:56:00,0,0
9:57:00,0,0
9:58:00,0,0
