Timestamp ,Actigraph Steps,Bangle steps
11:24:00,2,0
11:25:00,3,0
11:26:00,0,0
11:27:00,1,0
11:28:00,4,0
11:29:00,1,0
11:30:00,0,0
11:31:00,2,0
11:32:00,1,0
11:33:00,2,0
11:34:00,0,0
11:35:00,0,0
11:36:00,0,0
11:37:00,0,0
11:38:00,1,0
11:39:00,3,0
11:40:00,0,0
11:41:00,0,0
11:42:00,0,0
11:43:00,3,0
11:44:00,1,0
11:45:00,2,0
11:46:00,0,0
11:47:00,0,0
11:48:00,0,0
11:49:00,0,0
11:50:00,0,0
11:51:00,0,0
11:52:00,0,0
11:53:00,0,0
11:54:00,0,0
11:55:00,0,0
11:56:00,3,0
11:57:00,0,0
11:58:00,0,0
11:59:00,0,0
12:00:00,0,0
12:01:00,1,0
12:02:00,2,0
12:03:00,0,0
12:04:00,2,0
12:05:00,5,0
12:06:00,1,5
12:07:00,0,0
12:08:00,0,0
12:09:00,0,0
12:10:00,0,0
12:11:00,2,14
12:12:00,4,0
12:13:00,0,0
12:14:00,0,0
12:15:00,0,0
12:16:00,0,0
12:17:00,0,0
12:18:00,0,0
12:19:00,0,0
12:20:00,0,0
12:21:00,0,0
12:22:00,2,0
12:23:00,0,0
12:24:00,0,0
12:25:00,0,0
12:26:00,0,0
12:27:00,0,0
12:28:00,0,0
12:29:00,0,0
12:30:00,0,0
12:31:00,0,0
12:32:00,0,0
12:33:00,0,0
12:34:00,0,0
12:35:00,0,0
12:36:00,1,0
12:37:00,2,0
12:38:00,0,5
12:39:00,0,0
12:40:00,10,0
12:41:00,0,0
12:42:00,1,0
12:43:00,0,0
12:44:00,0,0
12:45:00,0,0
12:46:00,0,0
12:47:00,0,0
12:48:00,0,0
12:49:00,0,0
12:50:00,1,0
12:51:00,0,0
12:52:00,0,0
12:53:00,0,0
12:54:00,0,0
12:55:00,0,0
12:56:00,1,0
12:57:00,0,5
12:58:00,0,0
12:59:00,2,0
13:00:00,1,0
13:01:00,5,0
13:02:00,0,8
13:03:00,1,0
13:04:00,1,0
13:05:00,3,0
13:06:00,1,0
13:07:00,0,0
13:08:00,1,6
13:09:00,1,0
13:10:00,0,0
13:11:00,2,0
13:12:00,4,0
13:13:00,1,0
13:14:00,0,0
13:15:00,0,0
13:16:00,0,0
13:17:00,0,0
13:18:00,0,0
13:19:00,0,0
13:20:00,0,0
13:21:00,0,0
13:22:00,0,0
13:23:00,0,0
13:24:00,0,0
13:25:00,0,0
13:26:00,0,0
13:27:00,0,0
13:28:00,4,0
13:29:00,45,0
13:30:00,56,20
13:31:00,14,23
13:32:00,41,6
13:33:00,66,46
13:34:00,69,32
13:35:00,25,57
13:36:00,0,6
13:37:00,0,0
13:38:00,0,0
13:39:00,0,0
13:40:00,6,0
13:41:00,2,0
13:42:00,4,0
13:43:00,0,0
13:44:00,2,0
13:45:00,1,0
13:46:00,0,5
13:47:00,1,0
13:48:00,19,0
13:49:00,17,15
13:50:00,5,0
13:51:00,6,0
13:52:00,12,0
13:53:00,17,23
13:54:00,2,0
13:55:00,0,0
13:56:00,0,0
13:57:00,0,0
13:58:00,1,0
13:59:00,1,0
14:00:00,2,0
14:01:00,0,0
14:02:00,0,0
14:03:00,0,0
14:04:00,0,0
14:05:00,0,0
14:06:00,0,0
14:07:00,0,0
14:08:00,0,0
14:09:00,0,0
14:10:00,0,0
14:11:00,0,0
14:12:00,0,0
14:13:00,0,0
14:14:00,0,0
14:15:00,0,0
14:16:00,0,0
14:17:00,0,0
14:18:00,1,0
14:19:00,14,0
14:20:00,19,10
14:21:00,2,5
14:22:00,0,0
14:23:00,0,0
14:24:00,5,0
14:25:00,10,0
14:26:00,0,0
14:27:00,0,0
14:28:00,0,0
14:29:00,0,0
14:30:00,0,0
14:31:00,0,0
14:32:00,0,0
14:33:00,0,0
14:34:00,0,0
14:35:00,0,0
14:36:00,0,0
14:37:00,0,0
14:38:00,0,0
14:39:00,0,0
14:40:00,0,0
14:41:00,0,0
14:42:00,0,0
14:43:00,6,0
14:44:00,0,0
14:45:00,4,0
14:46:00,0,0
14:47:00,0,0
14:48:00,0,0
14:49:00,0,0
14:50:00,0,0
14:51:00,0,0
14:52:00,0,0
14:53:00,0,0
14:54:00,1,0
14:55:00,0,0
14:56:00,0,0
14:57:00,0,0
14:58:00,0,0
14:59:00,0,0
15:00:00,0,0
15:01:00,0,0
15:02:00,0,0
15:03:00,0,0
15:04:00,0,0
15:05:00,0,0
15:06:00,0,0
15:07:00,0,0
15:08:00,0,0
15:09:00,0,0
15:10:00,0,0
15:11:00,0,0
15:12:00,0,0
15:13:00,0,0
15:14:00,0,0
15:15:00,1,0
15:16:00,0,0
15:17:00,0,0
15:18:00,2,0
15:19:00,0,0
15:20:00,0,0
15:21:00,0,0
15:22:00,1,0
15:23:00,0,0
15:24:00,0,0
15:25:00,0,0
15:26:00,4,0
15:27:00,0,0
15:28:00,0,0
15:29:00,0,0
15:30:00,0,0
15:31:00,0,0
15:32:00,0,0
15:33:00,0,0
15:34:00,0,0
15:35:00,0,0
15:36:00,0,0
15:37:00,0,0
15:38:00,0,0
15:39:00,0,0
15:40:00,0,0
15:41:00,0,0
15:42:00,0,0
15:43:00,0,0
15:44:00,0,0
15:45:00,1,0
15:46:00,0,0
15:47:00,2,0
15:48:00,0,0
15:49:00,0,0
15:50:00,0,0
15:51:00,0,0
15:52:00,0,0
15:53:00,0,0
15:54:00,1,0
15:55:00,1,0
15:56:00,0,0
15:57:00,0,0
15:58:00,0,0
15:59:00,0,0
16:00:00,0,0
16:01:00,0,0
16:02:00,0,0
16:03:00,0,0
16:04:00,0,0
16:05:00,0,0
16:06:00,0,0
16:07:00,1,5
16:08:00,1,0
16:09:00,9,0
16:10:00,10,0
16:11:00,5,0
16:12:00,12,0
16:13:00,1,0
16:14:00,20,5
16:15:00,0,7
16:16:00,0,0
16:17:00,0,0
16:18:00,0,0
16:19:00,0,0
16:20:00,0,0
16:21:00,0,0
16:22:00,0,0
16:23:00,1,0
16:24:00,0,0
16:25:00,0,0
16:26:00,0,0
16:27:00,0,0
16:28:00,0,0
16:29:00,0,0
16:30:00,0,0
16:31:00,0,0
16:32:00,0,0
16:33:00,0,0
16:34:00,0,0
16:35:00,1,0
16:36:00,2,0
16:37:00,0,0
16:38:00,0,0
16:39:00,0,5
16:40:00,0,0
16:41:00,0,0
16:42:00,0,0
16:43:00,0,0
16:44:00,1,0
16:45:00,0,0
16:46:00,0,0
16:47:00,0,0
16:48:00,0,0
16:49:00,0,0
16:50:00,5,0
16:51:00,5,0
16:52:00,12,0
16:53:00,17,14
16:54:00,2,0
16:55:00,1,0
16:56:00,1,0
16:57:00,0,0
16:58:00,2,0
16:59:00,2,0
17:00:00,3,0
17:01:00,1,0
17:02:00,0,0
17:03:00,0,0
17:04:00,0,0
17:05:00,2,0
17:06:00,3,0
17:07:00,2,0
17:08:00,0,0
17:09:00,0,0
17:10:00,0,0
17:11:00,0,0
17:12:00,0,0
17:13:00,0,0
17:14:00,0,0
17:15:00,0,0
17:16:00,0,0
17:17:00,0,0
17:18:00,0,0
17:19:00,0,0
17:20:00,0,0
